OrderID,OrderDate,Region,Category,SalesChannel,PaymentMode,Quantity,UnitPrice,DiscountPercent,CustomerAge,CustomerRating,TotalSales,OrderMonth,OrderWeekday,AgeGroup
102681,2024-03-14,North,Home & Kitchen,Online,Cash,11.0,121.11,10.0,66.0,4.6,1198.99,2024-03,Thursday,56-70
102320,2024-03-13,West,Books,Online,Credit Card,10.0,15.13,10.0,51.0,1.1,136.17,2024-03,Wednesday,46-55
100317,2025-06-15,East,Sports,In-Store,Debit Card,6.0,55.72,10.0,55.0,2.8,300.89,2025-06,Sunday,46-55
102225,2025-03-28,West,Clothing,Online,Debit Card,6.0,21.81,5.0,43.0,2.0,124.32,2025-03,Friday,36-45
101822,2024-08-08,West,Electronics,Online,Upi,3.0,258.635,5.0,30.0,3.2,737.11,2024-08,Thursday,26-35
102310,2024-07-24,East,Beauty,In-Store,Credit Card,3.0,37.27,5.0,47.0,1.6,106.22,2024-07,Wednesday,46-55
102242,2024-11-26,Central,Clothing,In-Store,Upi,6.0,47.15,10.0,52.0,4.6,254.61,2024-11,Tuesday,46-55
102314,2024-06-14,East,Books,Online,Credit Card,6.0,12.73,25.0,28.0,3.1,57.28,2024-06,Friday,26-35
102991,2025-04-11,Central,Home & Kitchen,Online,Net Banking,9.0,84.33,0.0,43.0,4.3,758.97,2025-04,Friday,36-45
102954,2024-07-21,East,Home & Kitchen,Online,Upi,11.0,122.61,10.0,61.0,3.4,1213.84,2024-07,Sunday,56-70
100544,2025-08-30,Central,Sports,Online,Net Banking,3.0,56.53,0.0,56.0,2.7,169.59,2025-08,Saturday,56-70
102353,2024-12-05,South,Electronics,Online,Credit Card,4.0,198.89,20.0,30.0,3.1,636.45,2024-12,Thursday,26-35
100838,2024-01-11,East,Electronics,In-Store,Upi,2.0,258.635,0.0,22.0,4.7,517.27,2024-01,Thursday,18-25
102595,2024-05-01,South,Beauty,In-Store,Credit Card,4.0,32.13,0.0,43.0,3.6,128.52,2024-05,Wednesday,36-45
100546,2024-11-09,East,Electronics,Online,Credit Card,10.0,258.635,20.0,59.0,1.7,2069.08,2024-11,Saturday,56-70
102530,2025-10-31,East,Books,Online,Cash,6.0,7.48,0.0,46.0,2.2,44.88,2025-10,Friday,46-55
102438,2025-09-09,East,Beauty,In-Store,Credit Card,6.0,33.68,5.0,48.0,4.7,191.98,2025-09,Tuesday,46-55
101227,2025-12-20,North,Beauty,Online,Credit Card,5.0,49.23,20.0,63.0,3.7,196.92,2025-12,Saturday,56-70
102103,2024-04-04,South,Electronics,In-Store,Credit Card,10.0,195.06,0.0,64.0,4.3,1950.6,2024-04,Thursday,56-70
102293,2025-07-01,North,Sports,Online,Credit Card,7.0,47.96,0.0,69.0,2.2,335.72,2025-07,Tuesday,56-70
102706,2025-05-31,North,Beauty,Online,Net Banking,8.0,8.91,0.0,59.0,4.9,71.28,2025-05,Saturday,56-70
100635,2025-05-16,East,Sports,Online,Debit Card,8.0,50.29,0.0,40.0,1.6,402.32,2025-05,Friday,36-45
102369,2024-05-08,East,Home & Kitchen,Online,Credit Card,10.0,113.71,15.0,38.0,2.9,966.53,2024-05,Wednesday,36-45
100590,2025-08-08,South,Clothing,Online,Upi,5.0,41.95,15.0,29.0,2.1,178.29,2025-08,Friday,26-35
102195,2025-08-19,East,Home & Kitchen,Online,Net Banking,6.0,53.67,25.0,44.0,1.7,241.52,2025-08,Tuesday,36-45
101368,2025-12-05,Central,Home & Kitchen,In-Store,Cash,6.0,102.77,5.0,23.0,4.2,585.79,2025-12,Friday,18-25
102380,2024-05-11,West,Clothing,Online,Credit Card,8.0,19.18,0.0,45.0,3.9,153.44,2024-05,Saturday,36-45
100108,2024-12-10,East,Home & Kitchen,Online,Debit Card,2.0,65.88,15.0,25.0,4.7,112.0,2024-12,Tuesday,18-25
100718,2024-06-21,Central,Sports,Online,Cash,2.0,48.15,25.0,21.0,1.8,72.22,2024-06,Friday,18-25
101444,2024-04-12,South,Beauty,Online,Credit Card,10.0,37.52,25.0,22.0,1.8,281.4,2024-04,Friday,18-25
102707,2024-08-10,North,Clothing,Online,Cash,10.0,20.22,15.0,43.0,2.6,171.87,2024-08,Saturday,36-45
102081,2024-03-08,West,Beauty,Online,Credit Card,10.0,8.09,0.0,60.0,4.0,80.9,2024-03,Friday,56-70
101774,2025-07-16,West,Clothing,In-Store,Upi,8.0,42.62,0.0,35.0,3.9,340.96,2025-07,Wednesday,26-35
100842,2025-10-26,West,Sports,In-Store,Upi,10.0,77.95,0.0,22.0,1.8,779.5,2025-10,Sunday,18-25
102622,2024-03-16,Central,Books,Online,Upi,10.0,16.58,25.0,23.0,3.6,124.35,2024-03,Saturday,18-25
102397,2024-07-30,South,Beauty,In-Store,Cash,10.0,28.26,25.0,29.0,3.7,211.95,2024-07,Tuesday,26-35
100712,2025-06-15,Central,Sports,Online,Cash,3.0,56.27,5.0,59.0,2.1,160.37,2025-06,Sunday,56-70
100287,2025-02-21,West,Electronics,In-Store,Cash,11.0,122.91,0.0,40.0,3.1,1352.01,2025-02,Friday,36-45
101124,2025-09-06,East,Beauty,Online,Upi,2.0,15.2,5.0,60.0,1.0,28.88,2025-09,Saturday,56-70
101364,2025-02-09,South,Sports,Online,Net Banking,6.0,100.01,10.0,39.0,2.1,540.05,2025-02,Sunday,36-45
101095,2024-02-28,Central,Books,Online,Cash,5.0,22.81,0.0,22.0,1.6,114.05,2024-02,Wednesday,18-25
101731,2025-10-22,North,Beauty,Online,Upi,11.0,61.52,0.0,33.0,1.4,676.72,2025-10,Wednesday,26-35
102325,2025-08-24,East,Sports,Online,Debit Card,4.0,48.75,0.0,41.0,3.8,195.0,2025-08,Sunday,36-45
102442,2024-01-07,North,Clothing,Online,Debit Card,6.0,52.97,0.0,46.0,2.9,317.82,2024-01,Sunday,46-55
101425,2025-08-18,East,Beauty,Online,Net Banking,6.0,23.54,5.0,44.0,3.4,134.18,2025-08,Monday,36-45
100744,2025-08-04,South,Sports,Online,Credit Card,7.0,116.37,15.0,39.0,3.4,692.4,2025-08,Monday,36-45
101180,2025-03-20,West,Books,Online,Cash,8.0,18.7,20.0,44.0,3.6,119.68,2025-03,Thursday,36-45
102680,2024-03-26,West,Clothing,Online,Upi,7.0,42.5,20.0,58.0,2.0,238.0,2024-03,Tuesday,56-70
100841,2025-04-24,North,Home & Kitchen,In-Store,Credit Card,6.0,68.08,5.0,27.0,1.8,388.06,2025-04,Thursday,26-35
100200,2024-09-24,Central,Home & Kitchen,Online,Debit Card,3.0,80.3,15.0,44.0,4.8,204.76,2024-09,Tuesday,36-45
102439,2024-02-18,North,Electronics,Online,Cash,11.0,258.635,15.0,61.0,1.6,2418.24,2024-02,Sunday,56-70
102021,2025-04-27,Central,Electronics,Online,Cash,3.0,195.64,0.0,23.0,4.7,586.92,2025-04,Sunday,18-25
102206,2024-04-08,South,Home & Kitchen,Online,Net Banking,11.0,94.32,0.0,21.0,4.2,1037.52,2024-04,Monday,18-25
102846,2025-09-22,West,Books,In-Store,Upi,11.0,28.26,25.0,50.0,2.9,233.14,2025-09,Monday,46-55
101363,2024-05-27,North,Home & Kitchen,In-Store,Credit Card,1.0,87.2,10.0,48.0,3.2,78.48,2024-05,Monday,46-55
102216,2024-11-25,West,Sports,In-Store,Upi,9.0,92.59,0.0,28.0,5.0,833.31,2024-11,Monday,26-35
100525,2024-08-14,South,Beauty,In-Store,Cash,3.0,32.19,10.0,60.0,3.9,86.91,2024-08,Wednesday,56-70
101384,2024-10-09,East,Books,Online,Upi,9.0,20.2,5.0,56.0,2.0,172.71,2024-10,Wednesday,56-70
101693,2024-10-15,West,Books,Online,Net Banking,9.0,7.03,5.0,48.0,1.6,60.11,2024-10,Tuesday,46-55
102501,2024-03-13,South,Electronics,In-Store,Cash,10.0,110.04,25.0,45.0,1.4,825.3,2024-03,Wednesday,36-45
100506,2025-01-23,East,Clothing,In-Store,Credit Card,7.0,11.29,25.0,44.0,1.4,59.27,2025-01,Thursday,36-45
100479,2024-03-20,North,Sports,Online,Net Banking,5.0,61.79,10.0,69.0,3.9,278.06,2024-03,Wednesday,56-70
100687,2025-03-09,East,Home & Kitchen,In-Store,Debit Card,9.0,47.96,5.0,69.0,4.5,410.06,2025-03,Sunday,56-70
102286,2025-10-24,Central,Electronics,Online,Net Banking,3.0,258.635,25.0,46.0,4.9,581.93,2025-10,Friday,46-55
101303,2025-10-16,East,Electronics,Online,Net Banking,2.0,183.14,15.0,56.0,4.6,311.34,2025-10,Thursday,56-70
100396,2024-02-02,West,Clothing,In-Store,Debit Card,5.0,29.19,25.0,36.0,3.9,109.46,2024-02,Friday,36-45
102217,2025-12-30,West,Home & Kitchen,Online,Net Banking,2.0,104.98,0.0,18.0,1.6,209.96,2025-12,Tuesday,18-25
101539,2025-03-29,West,Home & Kitchen,Online,Credit Card,3.0,116.51,0.0,46.0,3.9,349.53,2025-03,Saturday,46-55
101445,2024-01-27,South,Electronics,In-Store,Upi,1.0,257.4,15.0,63.0,3.8,218.79,2024-01,Saturday,56-70
100883,2024-04-23,North,Electronics,In-Store,Net Banking,11.0,258.635,0.0,59.0,4.9,2844.98,2024-04,Tuesday,56-70
101271,2024-03-20,West,Sports,In-Store,Credit Card,11.0,66.87,20.0,60.0,3.1,588.46,2024-03,Wednesday,56-70
101543,2025-02-20,East,Beauty,In-Store,Cash,4.0,28.31,5.0,24.0,1.2,107.58,2025-02,Thursday,18-25
100602,2025-06-24,West,Electronics,Online,Net Banking,9.0,258.635,0.0,33.0,3.1,2327.72,2025-06,Tuesday,26-35
100240,2024-04-12,South,Clothing,Online,Cash,11.0,42.18,20.0,66.0,4.3,371.18,2024-04,Friday,56-70
102685,2024-12-18,West,Clothing,Online,Credit Card,7.0,37.51,15.0,68.0,1.5,223.18,2024-12,Wednesday,56-70
100448,2025-01-15,North,Books,In-Store,Debit Card,5.0,21.65,10.0,33.0,4.9,97.42,2025-01,Wednesday,26-35
101062,2024-04-15,West,Beauty,Online,Credit Card,5.0,35.92,15.0,45.0,3.8,152.66,2024-04,Monday,36-45
102611,2025-11-09,Central,Books,In-Store,Cash,8.0,29.75,0.0,54.0,4.4,238.0,2025-11,Sunday,46-55
100013,2025-07-10,West,Home & Kitchen,Online,Credit Card,7.0,63.42,0.0,59.0,3.1,443.94,2025-07,Thursday,56-70
102975,2024-12-08,West,Home & Kitchen,Online,Credit Card,3.0,129.89,0.0,31.0,2.1,389.67,2024-12,Sunday,26-35
102532,2025-11-07,West,Beauty,Online,Credit Card,5.0,52.89,10.0,43.0,2.3,238.0,2025-11,Friday,36-45
101057,2025-07-18,South,Sports,Online,Net Banking,6.0,47.53,0.0,45.0,3.8,285.18,2025-07,Friday,36-45
102593,2024-03-10,North,Sports,Online,Cash,6.0,67.34,0.0,25.0,3.7,404.04,2024-03,Sunday,18-25
102939,2024-05-03,South,Books,In-Store,Debit Card,4.0,5.12,10.0,31.0,5.0,18.43,2024-05,Friday,26-35
100376,2025-06-22,South,Home & Kitchen,Online,Debit Card,8.0,118.94,25.0,53.0,4.3,713.64,2025-06,Sunday,46-55
101544,2024-06-17,West,Sports,Online,Credit Card,2.0,63.36,10.0,65.0,3.8,114.05,2024-06,Monday,56-70
100263,2025-11-07,North,Home & Kitchen,In-Store,Cash,4.0,44.57,15.0,46.0,2.1,151.54,2025-11,Friday,46-55
100615,2025-04-12,Central,Sports,Online,Net Banking,4.0,76.03,0.0,58.0,3.7,304.12,2025-04,Saturday,56-70
100503,2025-09-26,West,Sports,In-Store,Debit Card,3.0,62.7,10.0,60.0,2.2,169.29,2025-09,Friday,56-70
100057,2024-04-22,East,Clothing,Online,Credit Card,2.0,47.41,0.0,37.0,2.3,94.82,2024-04,Monday,36-45
101512,2025-06-27,West,Beauty,Online,Net Banking,9.0,39.72,20.0,42.0,3.2,285.98,2025-06,Friday,36-45
102302,2025-02-20,South,Electronics,Online,Cash,9.0,258.635,10.0,40.0,3.1,2094.94,2025-02,Thursday,36-45
102837,2025-10-19,North,Beauty,In-Store,Credit Card,11.0,28.05,20.0,44.0,2.6,246.84,2025-10,Sunday,36-45
101447,2025-12-02,West,Electronics,Online,Debit Card,6.0,227.19,20.0,65.0,3.1,1090.51,2025-12,Tuesday,56-70
102686,2024-06-27,North,Sports,In-Store,Net Banking,7.0,56.85,10.0,65.0,1.3,358.16,2024-06,Thursday,56-70
100232,2024-01-15,West,Sports,In-Store,Credit Card,3.0,71.2,5.0,59.0,1.2,202.92,2024-01,Monday,56-70
102965,2025-03-09,North,Books,Online,Cash,5.0,21.71,25.0,56.0,3.2,81.41,2025-03,Sunday,56-70
102053,2025-11-23,East,Clothing,In-Store,Net Banking,1.0,66.84,20.0,54.0,1.9,53.47,2025-11,Sunday,46-55
100943,2024-12-12,East,Electronics,Online,Credit Card,10.0,225.91,15.0,32.0,3.0,1920.24,2024-12,Thursday,26-35
101075,2024-04-29,East,Clothing,Online,Debit Card,6.0,46.09,0.0,58.0,4.2,276.54,2024-04,Monday,56-70
101170,2025-04-04,East,Electronics,Online,Debit Card,10.0,258.635,10.0,57.0,3.3,2327.72,2025-04,Friday,56-70
102305,2024-03-11,North,Sports,Online,Credit Card,7.0,80.93,25.0,66.0,3.1,424.88,2024-03,Monday,56-70
101549,2024-01-04,South,Home & Kitchen,Online,Cash,1.0,88.01,20.0,48.0,4.9,70.41,2024-01,Thursday,46-55
102663,2024-12-29,South,Clothing,In-Store,Net Banking,3.0,258.635,25.0,69.0,5.0,581.93,2024-12,Sunday,56-70
100785,2025-03-06,North,Home & Kitchen,Online,Upi,10.0,78.33,10.0,68.0,3.7,704.97,2025-03,Thursday,56-70
102790,2025-11-15,North,Books,In-Store,Upi,8.0,16.9,20.0,52.0,3.0,108.16,2025-11,Saturday,46-55
100173,2025-06-12,North,Sports,Online,Debit Card,7.0,83.25,0.0,43.0,2.2,582.75,2025-06,Thursday,36-45
100141,2024-06-05,North,Clothing,Online,Credit Card,7.0,16.3,20.0,60.0,4.6,91.28,2024-06,Wednesday,56-70
100204,2024-11-30,East,Sports,Online,Credit Card,4.0,65.49,0.0,18.0,2.8,261.96,2024-11,Saturday,18-25
102616,2025-12-26,East,Home & Kitchen,Online,Debit Card,8.0,62.77,25.0,55.0,4.7,376.62,2025-12,Friday,46-55
101275,2025-06-05,South,Electronics,In-Store,Net Banking,10.0,258.635,15.0,40.0,1.2,2198.4,2025-06,Thursday,36-45
102059,2024-10-21,East,Books,In-Store,Cash,7.0,15.13,10.0,45.0,1.0,95.32,2024-10,Monday,36-45
100939,2025-01-06,West,Sports,Online,Debit Card,5.0,40.07,5.0,32.0,2.9,190.33,2025-01,Monday,26-35
102185,2024-07-30,North,Sports,In-Store,Credit Card,6.0,31.95,25.0,54.0,4.1,143.77,2024-07,Tuesday,46-55
102067,2025-10-25,East,Home & Kitchen,Online,Credit Card,9.0,58.97,5.0,52.0,3.1,504.19,2025-10,Saturday,46-55
100681,2024-04-10,Central,Beauty,In-Store,Credit Card,9.0,50.19,10.0,60.0,2.2,406.54,2024-04,Wednesday,56-70
101315,2024-08-06,East,Sports,Online,Credit Card,10.0,65.76,5.0,18.0,1.4,624.72,2024-08,Tuesday,18-25
102197,2025-09-21,North,Sports,Online,Credit Card,8.0,40.2,25.0,66.0,4.3,241.2,2025-09,Sunday,56-70
100864,2025-09-10,West,Sports,Online,Cash,7.0,88.99,15.0,21.0,3.1,529.49,2025-09,Wednesday,18-25
101681,2024-01-10,South,Home & Kitchen,In-Store,Upi,7.0,30.4,0.0,34.0,4.4,212.8,2024-01,Wednesday,26-35
102603,2025-02-15,South,Sports,In-Store,Upi,5.0,78.19,0.0,18.0,2.3,390.95,2025-02,Saturday,18-25
101787,2024-03-13,East,Home & Kitchen,In-Store,Net Banking,5.0,60.03,15.0,52.0,3.3,255.13,2024-03,Wednesday,46-55
100789,2024-01-09,South,Books,In-Store,Cash,8.0,18.13,0.0,20.0,1.0,145.04,2024-01,Tuesday,18-25
102614,2024-03-17,West,Books,Online,Upi,2.0,24.24,10.0,18.0,2.6,43.63,2024-03,Sunday,18-25
101845,2025-03-26,West,Books,Online,Upi,8.0,19.13,0.0,35.0,3.2,153.04,2025-03,Wednesday,26-35
102259,2025-12-26,North,Clothing,Online,Debit Card,8.0,38.3,10.0,42.0,4.2,275.76,2025-12,Friday,36-45
102655,2025-02-17,North,Clothing,Online,Credit Card,2.0,46.46,5.0,66.0,2.8,88.27,2025-02,Monday,56-70
101167,2024-10-18,North,Electronics,Online,Net Banking,6.0,194.36,20.0,54.0,1.4,932.93,2024-10,Friday,46-55
100268,2025-03-23,North,Books,Online,Credit Card,1.0,10.95,25.0,63.0,2.6,8.21,2025-03,Sunday,56-70
101842,2025-08-19,North,Beauty,Online,Cash,11.0,37.51,25.0,65.0,1.1,309.46,2025-08,Tuesday,56-70
101763,2025-03-15,East,Books,Online,Credit Card,3.0,22.24,25.0,30.0,2.4,50.04,2025-03,Saturday,26-35
100511,2025-06-29,South,Sports,Online,Debit Card,6.0,51.39,0.0,38.0,1.9,308.34,2025-06,Sunday,36-45
100868,2024-11-22,South,Home & Kitchen,Online,Net Banking,10.0,139.47,0.0,58.0,4.6,1394.7,2024-11,Friday,56-70
102160,2025-08-14,North,Home & Kitchen,Online,Debit Card,3.0,119.66,5.0,48.0,1.4,341.03,2025-08,Thursday,46-55
100100,2025-08-31,Central,Clothing,Online,Upi,8.0,45.98,5.0,34.0,3.0,349.45,2025-08,Sunday,26-35
100012,2025-06-21,West,Books,Online,Net Banking,4.0,18.34,0.0,26.0,2.6,73.36,2025-06,Saturday,26-35
100644,2025-07-17,South,Home & Kitchen,Online,Upi,2.0,98.1,0.0,44.0,3.8,196.2,2025-07,Thursday,36-45
101595,2024-04-30,North,Clothing,In-Store,Debit Card,10.0,42.46,20.0,43.0,3.3,339.68,2024-04,Tuesday,36-45
100778,2024-07-17,Central,Sports,Online,Net Banking,9.0,52.49,10.0,44.0,3.8,425.17,2024-07,Wednesday,36-45
102453,2024-12-09,West,Sports,In-Store,Cash,5.0,39.66,25.0,29.0,2.8,148.72,2024-12,Monday,26-35
102962,2025-12-12,South,Electronics,In-Store,Debit Card,3.0,258.635,25.0,61.0,4.1,581.93,2025-12,Friday,56-70
101678,2025-11-06,North,Clothing,In-Store,Upi,11.0,43.35,5.0,30.0,4.1,453.01,2025-11,Thursday,26-35
101879,2024-03-14,Central,Electronics,In-Store,Cash,10.0,258.635,15.0,43.0,1.7,2198.4,2024-03,Thursday,36-45
101054,2024-02-26,South,Home & Kitchen,Online,Credit Card,11.0,121.19,0.0,44.0,4.5,1333.09,2024-02,Monday,36-45
101802,2024-11-28,South,Clothing,Online,Debit Card,11.0,58.19,0.0,28.0,2.3,640.09,2024-11,Thursday,26-35
101995,2024-01-02,West,Clothing,Online,Credit Card,6.0,29.34,0.0,39.0,3.6,176.04,2024-01,Tuesday,36-45
100020,2024-12-31,South,Books,In-Store,Cash,1.0,21.74,20.0,38.0,1.6,17.39,2024-12,Tuesday,36-45
100749,2024-04-25,South,Sports,In-Store,Upi,11.0,75.41,20.0,26.0,4.2,663.61,2024-04,Thursday,26-35
101067,2025-04-13,North,Sports,In-Store,Upi,6.0,90.95,20.0,60.0,1.6,436.56,2025-04,Sunday,56-70
100117,2024-04-12,East,Electronics,Online,Credit Card,9.0,109.12,10.0,44.0,1.4,883.87,2024-04,Friday,36-45
102931,2025-05-06,Central,Clothing,Online,Net Banking,2.0,47.19,5.0,45.0,2.0,89.66,2025-05,Tuesday,36-45
101084,2024-05-26,North,Clothing,Online,Debit Card,1.0,40.13,0.0,30.0,4.4,40.13,2024-05,Sunday,26-35
102874,2024-10-07,East,Sports,Online,Debit Card,10.0,31.41,0.0,62.0,1.4,314.1,2024-10,Monday,56-70
100563,2024-05-12,North,Beauty,In-Store,Net Banking,7.0,35.7,25.0,23.0,2.6,187.42,2024-05,Sunday,18-25
101573,2025-08-17,West,Books,Online,Debit Card,11.0,17.45,5.0,49.0,3.7,182.35,2025-08,Sunday,46-55
101162,2025-09-11,South,Home & Kitchen,Online,Debit Card,11.0,123.36,0.0,20.0,3.4,1356.96,2025-09,Thursday,18-25
100490,2025-11-13,North,Clothing,Online,Credit Card,11.0,47.96,20.0,44.0,2.7,422.05,2025-11,Thursday,36-45
100046,2024-11-21,South,Beauty,Online,Upi,9.0,17.86,0.0,20.0,4.9,160.74,2024-11,Thursday,18-25
100492,2025-07-04,South,Sports,In-Store,Upi,2.0,46.79,0.0,26.0,3.3,93.58,2025-07,Friday,26-35
101691,2025-10-12,North,Electronics,Online,Upi,6.0,258.635,15.0,19.0,3.5,1319.04,2025-10,Sunday,18-25
101022,2025-09-26,South,Sports,Online,Debit Card,7.0,86.96,0.0,68.0,1.3,608.72,2025-09,Friday,56-70
102364,2025-07-09,Central,Beauty,Online,Net Banking,1.0,46.72,10.0,48.0,1.7,42.05,2025-07,Wednesday,46-55
102900,2025-01-05,West,Beauty,Online,Upi,9.0,32.56,25.0,43.0,4.5,219.78,2025-01,Sunday,36-45
101961,2025-12-23,West,Electronics,Online,Debit Card,7.0,258.635,10.0,63.0,1.4,1629.4,2025-12,Tuesday,56-70
100768,2024-04-12,West,Books,In-Store,Credit Card,5.0,11.19,10.0,37.0,2.2,50.36,2024-04,Friday,36-45
101381,2024-07-26,North,Sports,Online,Credit Card,5.0,47.96,15.0,40.0,1.3,203.83,2024-07,Friday,36-45
101286,2025-10-25,West,Books,In-Store,Net Banking,1.0,27.11,0.0,58.0,4.5,27.11,2025-10,Saturday,56-70
100928,2024-11-01,West,Clothing,Online,Debit Card,9.0,41.03,5.0,66.0,1.4,350.81,2024-11,Friday,56-70
102189,2025-03-04,South,Sports,In-Store,Net Banking,5.0,100.01,15.0,62.0,3.8,425.04,2025-03,Tuesday,56-70
102571,2025-11-12,West,Books,In-Store,Credit Card,1.0,21.85,10.0,28.0,3.6,19.67,2025-11,Wednesday,26-35
101029,2024-09-01,West,Clothing,In-Store,Credit Card,11.0,35.08,0.0,34.0,2.4,385.88,2024-09,Sunday,26-35
101251,2024-10-27,West,Electronics,Online,Cash,4.0,240.95,25.0,22.0,2.6,722.85,2024-10,Sunday,18-25
101813,2024-12-28,East,Home & Kitchen,Online,Upi,8.0,77.6,0.0,47.0,4.3,620.8,2024-12,Saturday,46-55
100564,2025-10-11,East,Beauty,Online,Upi,7.0,56.2,0.0,31.0,2.3,393.4,2025-10,Saturday,26-35
100609,2025-09-18,North,Books,Online,Credit Card,7.0,21.76,0.0,53.0,2.3,152.32,2025-09,Thursday,46-55
102014,2025-04-18,Central,Home & Kitchen,Online,Debit Card,6.0,115.05,0.0,23.0,4.4,690.3,2025-04,Friday,18-25
102600,2025-09-23,South,Beauty,Online,Net Banking,6.0,67.93,25.0,65.0,3.1,305.69,2025-09,Tuesday,56-70
101547,2025-09-12,West,Beauty,Online,Upi,3.0,17.92,25.0,69.0,4.1,40.32,2025-09,Friday,56-70
101353,2025-10-31,South,Clothing,Online,Upi,5.0,31.52,15.0,35.0,4.0,133.96,2025-10,Friday,26-35
101242,2025-12-05,North,Sports,In-Store,Cash,1.0,50.17,0.0,46.0,4.9,50.17,2025-12,Friday,46-55
100576,2025-11-07,Central,Home & Kitchen,Online,Net Banking,1.0,31.94,0.0,52.0,2.4,31.94,2025-11,Friday,46-55
100626,2024-09-04,South,Home & Kitchen,Online,Net Banking,1.0,105.43,0.0,44.0,4.6,105.43,2024-09,Wednesday,36-45
101629,2024-04-02,Central,Home & Kitchen,In-Store,Net Banking,2.0,57.83,0.0,18.0,1.0,115.66,2024-04,Tuesday,18-25
101417,2024-11-16,Central,Electronics,In-Store,Credit Card,9.0,123.65,15.0,50.0,4.5,945.92,2024-11,Saturday,46-55
102263,2025-01-12,South,Clothing,In-Store,Credit Card,6.0,43.62,0.0,44.0,4.6,261.72,2025-01,Sunday,36-45
102350,2025-01-28,East,Sports,In-Store,Cash,6.0,12.32,0.0,42.0,3.5,73.92,2025-01,Tuesday,36-45
101579,2025-03-15,South,Sports,Online,Net Banking,3.0,78.13,25.0,40.0,4.5,175.79,2025-03,Saturday,36-45
102241,2025-04-29,North,Home & Kitchen,In-Store,Credit Card,9.0,102.51,0.0,28.0,2.8,922.59,2025-04,Tuesday,26-35
101210,2025-03-31,Central,Clothing,Online,Credit Card,3.0,48.64,20.0,55.0,3.1,116.74,2025-03,Monday,46-55
100755,2024-11-16,East,Books,Online,Credit Card,6.0,22.07,5.0,27.0,3.1,125.8,2024-11,Saturday,26-35
101733,2025-09-24,North,Home & Kitchen,Online,Credit Card,2.0,112.34,0.0,47.0,1.8,224.68,2025-09,Wednesday,46-55
101748,2025-08-11,Central,Electronics,Online,Cash,10.0,258.635,0.0,60.0,3.6,2586.35,2025-08,Monday,56-70
102637,2025-06-27,Central,Home & Kitchen,Online,Net Banking,1.0,91.18,25.0,43.0,1.0,68.39,2025-06,Friday,36-45
100639,2025-11-24,Central,Sports,Online,Credit Card,4.0,70.49,5.0,18.0,4.2,267.86,2025-11,Monday,18-25
102091,2024-08-26,South,Clothing,Online,Upi,8.0,33.19,0.0,64.0,2.7,265.52,2024-08,Monday,56-70
100043,2024-09-16,North,Home & Kitchen,In-Store,Net Banking,9.0,64.72,0.0,23.0,3.0,582.48,2024-09,Monday,18-25
100007,2025-05-24,East,Home & Kitchen,In-Store,Credit Card,7.0,71.17,20.0,19.0,2.5,398.55,2025-05,Saturday,18-25
102373,2024-10-18,North,Electronics,Online,Upi,3.0,211.76,20.0,32.0,3.8,508.22,2024-10,Friday,26-35
100738,2025-06-23,North,Beauty,In-Store,Credit Card,9.0,42.79,10.0,37.0,2.1,346.6,2025-06,Monday,36-45
100032,2024-03-08,East,Sports,Online,Debit Card,8.0,62.91,15.0,38.0,1.9,427.79,2024-03,Friday,36-45
100470,2025-06-23,South,Home & Kitchen,Online,Debit Card,6.0,44.28,0.0,43.0,1.6,265.68,2025-06,Monday,36-45
100471,2025-08-10,Central,Books,Online,Debit Card,6.0,29.14,0.0,26.0,3.8,174.84,2025-08,Sunday,26-35
100421,2025-05-22,South,Books,Online,Net Banking,10.0,24.13,15.0,40.0,1.5,205.1,2025-05,Thursday,36-45
101910,2024-02-24,West,Sports,In-Store,Cash,4.0,66.01,0.0,53.0,3.7,264.04,2024-02,Saturday,46-55
102913,2024-06-14,North,Sports,Online,Upi,9.0,67.17,5.0,63.0,3.7,574.3,2024-06,Friday,56-70
102219,2024-05-20,East,Books,In-Store,Debit Card,1.0,30.16,0.0,19.0,3.8,30.16,2024-05,Monday,18-25
102796,2025-09-28,East,Home & Kitchen,Online,Cash,10.0,109.23,15.0,52.0,3.9,928.46,2025-09,Sunday,46-55
102751,2024-02-29,North,Home & Kitchen,Online,Cash,5.0,95.7,25.0,66.0,3.1,358.88,2024-02,Thursday,56-70
102228,2024-07-30,West,Home & Kitchen,In-Store,Upi,6.0,39.8,0.0,22.0,1.1,238.8,2024-07,Tuesday,18-25
102730,2025-12-03,Central,Sports,Online,Cash,8.0,47.96,0.0,20.0,1.7,383.68,2025-12,Wednesday,18-25
102932,2024-04-28,Central,Electronics,Online,Credit Card,11.0,178.63,25.0,29.0,4.5,1473.7,2024-04,Sunday,26-35
100905,2025-06-02,South,Clothing,In-Store,Net Banking,4.0,64.02,20.0,36.0,2.4,204.86,2025-06,Monday,36-45
101680,2025-11-20,Central,Beauty,In-Store,Upi,6.0,22.84,20.0,67.0,3.1,109.63,2025-11,Thursday,56-70
102840,2024-11-16,North,Sports,Online,Net Banking,8.0,26.29,25.0,49.0,3.3,157.74,2024-11,Saturday,46-55
102348,2024-05-27,South,Clothing,Online,Debit Card,6.0,34.83,15.0,43.0,2.2,177.63,2024-05,Monday,36-45
