OrderID,OrderDate,Region,Category,SalesChannel,PaymentMode,Quantity,UnitPrice,DiscountPercent,CustomerAge,CustomerRating,TotalSales
100298,27-07-2024,East,Beauty,Online,Debit Card,1.0,13.08,15.0,49.0,1.6,11.12
102468,2024-01-20,East,Books,Online,Net Banking,3.0,15.62,15.0,18.0,1.4,39.83
101849,2024-04-30,South,Beauty,In-Store,Credit Card,1.0,36.81,20.0,51.0,3.1,29.45
101448,2025-06-24,  central ,Home & Kitchen,Online,Debit Card,2.0,84.06,15.0,68.0,2.1,142.9
102818,2024-04-03,Central,Books,In-Store,UPI,1.0,24.97,20.0,61.0,3.1,19.98
100512,09/06/2025,  north ,Home & Kitchen,Online,Debit Card,7.0,107.79,0.0,51.0,1.3,754.53
100037,2025-08-27,West,Books,Online,Cash,7.0,23.09,15.0,35.0,3.8,137.39
102426,2024-04-25,East,Beauty,In-Store,Credit Card,7.0,30.84,20.0,51.0,4.4,172.7
102492,10-11-2025,North,Electronics,Online,Net Banking,11.0,155.33,0.0,18.0,2.4,1708.63
101179,01/19/2024,,Clothing,Online,Credit Card,7.0,37.35,0.0,55.0,3.3,261.45
100398,2024-07-24,North,Beauty,Online,Cash,2.0,30.78,20.0,22.0,,49.25
102896,2025-04-27,North,Sports,Online,Debit Card,7.0,50.78,20.0,56.0,2.9,284.37
102410,2025-01-22,East,Electronics,In-Store,Credit Card,9.0,,0.0,55.0,2.5,1850.49
101205,2025-10-22,East,Electronics,Online,Cash,8.0,199.02,0.0,46.0,2.9,1592.16
101454,2025-02-22,East,Electronics,In-Store,Debit Card,10.0,177.9,0.0,51.0,4.1,1779.0
101502,2024-06-16,South,Sports,Online,Net Banking,1.0,90.91,25.0,36.0,2.2,68.18
102967,2024-06-15,West,Home & Kitchen,Online,Cash,3.0,66.88,15.0,55.0,1.8,170.54
101238,2024-08-05,West,Home & Kitchen,Online,Net Banking,11.0,74.99,0.0,31.0,2.0,824.89
100395,01-10-2025,North,HOME & KITCHEN,In-Store,Debit Card,7.0,87.95,25.0,20.0,3.3,461.74
100094,2025-10-18,Central,Clothing,In-Store,Credit Card,1.0,79.61,0.0,34.0,1.2,79.61
101796,2025-12-14,West,Home & Kitchen,Online,UPI,5.0,17.19,10.0,47.0,,77.36
100716,01/13/2025,North,SPORTS,In-Store,UPI,10.0,45.76,20.0,40.0,4.7,366.08
101081,2025-12-24,Central,Clothing,In-Store,Net Banking,11.0,60.69,0.0,48.0,1.4,667.59
102705,2024-07-26,West,Electronics,Online,UPI,,190.44,0.0,29.0,2.3,952.2
100947,2024-04-08,South,Beauty,In-Store,Credit Card,5.0,28.74,10.0,28.0,4.3,129.33
102666,2024-06-24,North,Home & Kitchen,Online,Cash,1.0,77.47,15.0,18.0,3.8,65.85
100895,2025-03-23,Central,Books,Online,UPI,10.0,26.2,0.0,61.0,4.5,262.0
102662,2024-04-19,Central,Beauty,In-Store,Credit Card,11.0,21.12,5.0,21.0,1.6,220.7
101036,2025-10-21,West,Home & Kitchen,Online,Debit Card,3.0,62.92,5.0,30.0,3.7,179.32
101550,07/24/2024,Central,Beauty,In-Store,Credit Card,10.0,36.29,0.0,,2.9,362.9
100196,2024-09-07,North,Beauty,In-Store,Credit Card,1.0,36.19,0.0,27.0,1.7,36.19
100407,04/15/2024,North,Home & Kitchen,Online,Debit Card,8.0,128.81,0.0,47.0,,1030.48
100661,2025-06-21,South,Sports,In-Store,Cash,9.0,55.7,20.0,40.0,4.8,401.04
100578,15-10-2025,South,Electronics,In-Store,Credit Card,,329.36,5.0,54.0,3.3,3128.92
102060,2025-10-15,West,Books,Online,UPI,6.0,33.18,25.0,36.0,3.3,149.31
102681,2024-03-14,North,Home & Kitchen,Online,Cash,11.0,121.11,10.0,66.0,4.6,1198.99
102320,2024-03-13,West,Books,Online,Credit Card,10.0,15.13,10.0,51.0,1.1,136.17
100317,2025-06-15,East,Sports,In-Store,Debit Card,6.0,55.72,10.0,55.0,2.8,300.89
102225,03/28/2025,West,Clothing,Online,Debit Card,,21.81,5.0,43.0,2.0,62.16
101822,2024-08-08,West,Electronics,Online,UPI,3.0,279.58,5.0,30.0,3.2,796.8
102310,2024-07-24,East,Beauty,In-Store,Credit Card,3.0,37.27,5.0,47.0,1.6,106.22
102242,2024-11-26,Central,Clothing,In-Store,UPI,6.0,47.15,10.0,52.0,4.6,254.61
102314,2024-06-14,  east ,Books,Online,Credit Card,6.0,12.73,25.0,28.0,,57.28
102991,2025-04-11,Central,Home & Kitchen,Online,Net Banking,9.0,84.33,0.0,43.0,4.3,758.97
102954,2024-07-21,East,Home & Kitchen,Online,UPI,11.0,122.61,10.0,61.0,3.4,1213.84
100544,30-08-2025,  central ,Sports,Online,Net Banking,3.0,56.53,0.0,56.0,2.7,169.59
102353,2024-12-05,South,Electronics,Online,Credit Card,4.0,198.89,20.0,30.0,,636.45
100838,11-01-2024,East,Electronics,In-Store,UPI,2.0,259.16,0.0,22.0,4.7,518.32
102595,2024-05-01,South,Beauty,In-Store,,4.0,32.13,0.0,43.0,3.6,128.52
100546,2024-11-09,East,Electronics,Online,Credit Card,10.0,279.32,20.0,59.0,1.7,2234.56
102530,2025-10-31,East,Books,Online,Cash,6.0,7.48,0.0,46.0,2.2,44.88
102438,2025-09-09,  east ,Beauty,In-Store,Credit Card,6.0,33.68,5.0,48.0,4.7,191.98
101227,2025-12-20,North,Beauty,Online,,5.0,49.23,20.0,63.0,3.7,196.92
102103,2024-04-04,South,Electronics,In-Store,Credit Card,10.0,195.06,0.0,64.0,4.3,1950.6
102293,2025-07-01,North,Sports,Online,Credit Card,7.0,,0.0,69.0,2.2,277.41
102706,2025-05-31,North,Beauty,Online,Net Banking,8.0,8.91,0.0,59.0,4.9,71.28
100635,2025-05-16,East,Sports,Online,Debit Card,8.0,50.29,0.0,40.0,1.6,402.32
102369,2024-05-08,East,Home & Kitchen,Online,Credit Card,10.0,113.71,15.0,38.0,2.9,966.53
100590,08-08-2025,South,CLOTHING,Online,UPI,5.0,41.95,15.0,29.0,2.1,178.29
102195,2025-08-19,East,Home & Kitchen,Online,Net Banking,6.0,53.67,25.0,44.0,1.7,241.52
101368,2025-12-05,Central,HOME & KITCHEN,In-Store,Cash,6.0,102.77,5.0,23.0,4.2,585.79
102380,2024-05-11,West,Clothing,Online,Credit Card,8.0,19.18,0.0,45.0,3.9,153.44
100108,2024-12-10,East,Home & Kitchen,Online,Debit Card,2.0,65.88,15.0,25.0,4.7,112.0
100718,2024-06-21,Central,Sports,Online,Cash,2.0,48.15,25.0,21.0,1.8,72.22
101444,2024-04-12,South,Beauty,Online,Credit Card,10.0,37.52,25.0,22.0,1.8,281.4
102707,08/10/2024,North,Clothing,Online,Cash,10.0,20.22,15.0,43.0,2.6,171.87
102081,2024-03-08,West,BEAUTY,Online,Credit Card,10.0,8.09,0.0,60.0,4.0,80.9
101774,2025-07-16,  west ,Clothing,In-Store,UPI,8.0,42.62,0.0,35.0,3.9,340.96
100842,10/26/2025,West,Sports,In-Store,UPI,10.0,77.95,0.0,22.0,1.8,779.5
102622,2024-03-16,Central,BOOKS,Online,UPI,10.0,16.58,25.0,23.0,3.6,124.35
102397,2024-07-30,South,Beauty,In-Store,Cash,10.0,28.26,25.0,29.0,3.7,211.95
100712,06/15/2025,  central ,Sports,Online,Cash,3.0,56.27,5.0,59.0,2.1,160.37
100287,2025-02-21,West,Electronics,In-Store,Cash,11.0,122.91,0.0,40.0,,1352.01
101124,2025-09-06,  east ,Beauty,Online,UPI,2.0,15.2,5.0,60.0,1.0,28.88
101364,09-02-2025,South,Sports,Online,Net Banking,6.0,100.01,10.0,39.0,2.1,540.05
101095,2024-02-28,Central,Books,Online,Cash,5.0,22.81,0.0,22.0,1.6,114.05
101731,2025-10-22,North,Beauty,Online,UPI,11.0,61.52,0.0,33.0,1.4,676.72
102325,2025-08-24,East,Sports,Online,Debit Card,4.0,48.75,0.0,41.0,3.8,195.0
102442,2024-01-07,North,Clothing,Online,Debit Card,,52.97,0.0,46.0,2.9,52.97
101425,2025-08-18,East,Beauty,Online,Net Banking,,23.54,5.0,,3.4,89.45
100744,2025-08-04,South,Sports,Online,Credit Card,7.0,116.37,15.0,39.0,3.4,692.4
101180,03/20/2025,West,Books,Online,Cash,8.0,18.7,20.0,,3.6,119.68
102680,2024-03-26,West,Clothing,Online,UPI,7.0,42.5,20.0,58.0,2.0,238.0
100841,2025-04-24,North,Home & Kitchen,In-Store,Credit Card,6.0,68.08,5.0,27.0,1.8,388.06
100200,24-09-2024,Central,Home & Kitchen,Online,Debit Card,3.0,80.3,15.0,44.0,4.8,204.76
102439,2024-02-18,North,Electronics,Online,Cash,11.0,323.43,15.0,61.0,1.6,3024.07
102021,2025-04-27,Central,Electronics,Online,Cash,-3.0,195.64,0.0,23.0,4.7,586.92
102206,2024-04-08,South,Home & Kitchen,Online,Net Banking,11.0,94.32,0.0,21.0,4.2,1037.52
102846,2025-09-22,West,Books,In-Store,UPI,11.0,28.26,25.0,50.0,2.9,233.14
101363,2024-05-27,North,Home & Kitchen,In-Store,Credit Card,1.0,87.2,10.0,48.0,3.2,78.48
102216,2024-11-25,West,Sports,In-Store,UPI,9.0,92.59,0.0,28.0,5.0,833.31
100525,14-08-2024,South,Beauty,In-Store,Cash,3.0,32.19,10.0,60.0,3.9,86.91
101384,2024-10-09,East,Books,Online,UPI,9.0,20.2,5.0,56.0,2.0,172.71
101693,15-10-2024,  west ,Books,Online,Net Banking,9.0,7.03,5.0,48.0,1.6,60.11
102501,2024-03-13,  south ,Electronics,In-Store,Cash,10.0,110.04,25.0,45.0,1.4,825.3
100506,23-01-2025,East,Clothing,In-Store,,7.0,11.29,25.0,44.0,1.4,59.27
100479,2024-03-20,North,Sports,Online,Net Banking,5.0,61.79,10.0,69.0,3.9,278.06
100687,09-03-2025,East,Home & Kitchen,In-Store,Debit Card,-9.0,,5.0,69.0,4.5,678.53
102286,2025-10-24,Central,ELECTRONICS,Online,Net Banking,3.0,272.39,25.0,46.0,4.9,612.88
101303,2025-10-16,East,Electronics,Online,Net Banking,2.0,183.14,15.0,56.0,4.6,311.34
100396,2024-02-02,West,Clothing,In-Store,Debit Card,5.0,29.19,25.0,36.0,3.9,109.46
102217,2025-12-30,West,Home & Kitchen,Online,Net Banking,2.0,104.98,0.0,18.0,1.6,209.96
101539,2025-03-29,West,Home & Kitchen,Online,Credit Card,3.0,116.51,0.0,46.0,3.9,349.53
101445,2024-01-27,South,Electronics,In-Store,UPI,1.0,257.4,15.0,63.0,3.8,218.79
100883,2024-04-23,North,ELECTRONICS,In-Store,Net Banking,11.0,298.63,0.0,59.0,4.9,3284.93
101271,2024-03-20,West,Sports,In-Store,Credit Card,11.0,66.87,20.0,60.0,,588.46
101543,2025-02-20,East,Beauty,In-Store,Cash,4.0,28.31,5.0,24.0,1.2,107.58
100602,2025-06-24,West,Electronics,Online,Net Banking,9.0,374.78,0.0,33.0,,3373.02
100240,04/12/2024,South,Clothing,Online,Cash,11.0,42.18,20.0,66.0,4.3,371.18
102685,2024-12-18,West,Clothing,Online,Credit Card,7.0,37.51,15.0,68.0,1.5,223.18
100448,2025-01-15,North,Books,In-Store,Debit Card,5.0,21.65,10.0,33.0,4.9,97.42
101062,04/15/2024,West,Beauty,Online,Credit Card,5.0,35.92,15.0,45.0,3.8,152.66
102611,2025-11-09,Central,Books,In-Store,Cash,8.0,29.75,0.0,54.0,4.4,238.0
100013,07/10/2025,West,Home & Kitchen,Online,Credit Card,7.0,63.42,0.0,59.0,,443.94
102975,2024-12-08,  west ,Home & Kitchen,Online,Credit Card,3.0,129.89,0.0,31.0,2.1,389.67
102532,2025-11-07,West,Beauty,Online,Credit Card,5.0,52.89,10.0,43.0,2.3,238.0
101057,07/18/2025,  south ,Sports,Online,Net Banking,6.0,47.53,0.0,45.0,3.8,285.18
102593,2024-03-10,North,Sports,Online,Cash,6.0,67.34,0.0,25.0,3.7,404.04
102939,03-05-2024,South,Books,In-Store,Debit Card,4.0,5.12,10.0,31.0,5.0,18.43
100376,2025-06-22,South,Home & Kitchen,Online,Debit Card,8.0,118.94,25.0,53.0,4.3,713.64
101544,06/17/2024,West,Sports,Online,Credit Card,2.0,63.36,10.0,65.0,3.8,114.05
100263,2025-11-07,North,Home & Kitchen,In-Store,Cash,4.0,44.57,15.0,46.0,2.1,151.54
100615,2025-04-12,Central,Sports,Online,Net Banking,4.0,76.03,0.0,58.0,3.7,304.12
100503,2025-09-26,West,Sports,In-Store,Debit Card,3.0,62.7,10.0,60.0,2.2,169.29
100057,2024-04-22,East,Clothing,Online,Credit Card,2.0,47.41,0.0,37.0,2.3,94.82
101512,27-06-2025,West,Beauty,Online,Net Banking,9.0,39.72,20.0,42.0,3.2,285.98
102302,2025-02-20,South,Electronics,Online,Cash,9.0,292.33,10.0,40.0,,2367.87
102837,2025-10-19,North,Beauty,In-Store,Credit Card,11.0,28.05,20.0,,2.6,246.84
101447,12/02/2025,West,Electronics,Online,Debit Card,6.0,227.19,20.0,65.0,,1090.51
102686,27-06-2024,North,Sports,In-Store,Net Banking,7.0,56.85,10.0,65.0,1.3,358.16
100232,2024-01-15,West,Sports,In-Store,Credit Card,3.0,71.2,5.0,59.0,1.2,202.92
102965,2025-03-09,North,Books,Online,Cash,5.0,21.71,25.0,56.0,3.2,81.41
102053,11/23/2025,East,Clothing,In-Store,Net Banking,1.0,66.84,20.0,54.0,1.9,53.47
100943,2024-12-12,East,Electronics,Online,Credit Card,10.0,225.91,15.0,32.0,3.0,1920.24
101075,2024-04-29,East,Clothing,Online,Debit Card,6.0,46.09,0.0,58.0,4.2,276.54
101170,2025-04-04,East,Electronics,Online,Debit Card,10.0,417.51,10.0,57.0,3.3,3757.59
102305,2024-03-11,North,Sports,Online,Credit Card,7.0,80.93,25.0,66.0,,424.88
101549,2024-01-04,  south ,Home & Kitchen,Online,Cash,1.0,88.01,20.0,48.0,4.9,70.41
102663,2024-12-29,South,Clothing,In-Store,Net Banking,3.0,469.1913541771019,25.0,69.0,5.0,66.69
100785,2025-03-06,North,Home & Kitchen,Online,UPI,10.0,78.33,10.0,68.0,3.7,704.97
102790,2025-11-15,North,Books,In-Store,UPI,8.0,16.9,20.0,52.0,3.0,108.16
100173,06/12/2025,North,Sports,Online,Debit Card,7.0,83.25,0.0,43.0,2.2,582.75
100141,05-06-2024,North,Clothing,Online,,7.0,16.3,20.0,60.0,4.6,91.28
100204,2024-11-30,East,Sports,Online,Credit Card,4.0,65.49,0.0,18.0,2.8,261.96
102616,12/26/2025,East,Home & Kitchen,Online,Debit Card,8.0,62.77,25.0,55.0,4.7,376.62
101275,06/05/2025,South,Electronics,In-Store,Net Banking,10.0,304.39,15.0,40.0,1.2,2587.31
102059,2024-10-21,East,Books,In-Store,Cash,7.0,15.13,10.0,45.0,1.0,95.32
100939,2025-01-06,West,Sports,Online,Debit Card,5.0,40.07,5.0,32.0,2.9,190.33
102185,2024-07-30,North,Sports,In-Store,Credit Card,,31.95,25.0,54.0,4.1,239.62
102067,2025-10-25,East,Home & Kitchen,Online,Credit Card,9.0,58.97,5.0,52.0,,504.19
100681,2024-04-10,  central ,Beauty,In-Store,Credit Card,9.0,50.19,10.0,60.0,2.2,406.54
101315,2024-08-06,East,Sports,Online,Credit Card,10.0,65.76,5.0,18.0,1.4,624.72
102197,2025-09-21,North,Sports,Online,Credit Card,8.0,40.2,25.0,66.0,4.3,241.2
100864,2025-09-10,West,SPORTS,Online,Cash,7.0,88.99,15.0,21.0,,529.49
101681,2024-01-10,South,Home & Kitchen,In-Store,UPI,7.0,30.4,0.0,34.0,4.4,212.8
102603,2025-02-15,South,Sports,In-Store,UPI,5.0,78.19,0.0,18.0,2.3,390.95
101787,2024-03-13,  east ,Home & Kitchen,In-Store,Net Banking,-5.0,60.03,15.0,52.0,3.3,255.13
100789,2024-01-09,South,Books,In-Store,Cash,8.0,18.13,0.0,20.0,1.0,145.04
102614,2024-03-17,West,Books,Online,UPI,2.0,24.24,10.0,18.0,2.6,43.63
101845,2025-03-26,West,Books,Online,UPI,8.0,19.13,0.0,35.0,3.2,153.04
102259,2025-12-26,North,Clothing,Online,Debit Card,8.0,38.3,10.0,42.0,4.2,275.76
102655,2025-02-17,  north ,Clothing,Online,Credit Card,2.0,46.46,5.0,66.0,2.8,88.27
101167,2024-10-18,North,Electronics,Online,Net Banking,,194.36,20.0,54.0,1.4,1243.9
100268,23-03-2025,North,Books,Online,Credit Card,1.0,10.95,25.0,63.0,2.6,8.21
101842,2025-08-19,North,Beauty,Online,Cash,11.0,37.51,25.0,65.0,1.1,309.46
101763,2025-03-15,East,Books,Online,Credit Card,3.0,22.24,25.0,30.0,2.4,50.04
100511,2025-06-29,  south ,Sports,Online,Debit Card,6.0,51.39,0.0,38.0,1.9,308.34
100868,2024-11-22,South,Home & Kitchen,Online,Net Banking,10.0,139.47,0.0,58.0,4.6,1394.7
102160,2025-08-14,North,Home & Kitchen,Online,Debit Card,3.0,119.66,5.0,48.0,1.4,341.03
100100,2025-08-31,Central,Clothing,Online,UPI,8.0,45.98,5.0,34.0,3.0,349.45
100012,2025-06-21,West,Books,Online,Net Banking,4.0,18.34,0.0,26.0,2.6,73.36
100644,2025-07-17,South,Home & Kitchen,Online,UPI,2.0,98.1,0.0,,3.8,196.2
101595,2024-04-30,,Clothing,In-Store,Debit Card,10.0,42.46,20.0,43.0,3.3,339.68
100778,2024-07-17,Central,Sports,Online,Net Banking,9.0,52.49,10.0,,3.8,425.17
102453,2024-12-09,  west ,Sports,In-Store,Cash,5.0,39.66,25.0,29.0,2.8,148.72
101305,2025-05-05,South,Home & Kitchen,Online,Credit Card,3.0,76.93,20.0,44.0,2.8,184.63
102962,12/12/2025,South,Electronics,In-Store,Debit Card,3.0,345.08,25.0,61.0,4.1,776.43
101678,06-11-2025,  north ,Clothing,In-Store,UPI,11.0,43.35,5.0,30.0,4.1,453.01
101879,2024-03-14,Central,Electronics,In-Store,Cash,10.0,358.06,15.0,43.0,1.7,3043.51
101054,2024-02-26,South,Home & Kitchen,Online,,11.0,121.19,0.0,,4.5,1333.09
101802,2024-11-28,  south ,Clothing,Online,Debit Card,11.0,58.19,0.0,28.0,2.3,640.09
101995,02-01-2024,West,Clothing,Online,Credit Card,,29.34,0.0,39.0,3.6,322.74
100020,2024-12-31,South,Books,In-Store,Cash,1.0,21.74,20.0,38.0,1.6,17.39
100749,2024-04-25,South,Sports,In-Store,UPI,11.0,75.41,20.0,26.0,4.2,663.61
101067,04/13/2025,North,Sports,In-Store,UPI,6.0,90.95,20.0,60.0,1.6,436.56
100117,04/12/2024,East,Electronics,Online,Credit Card,9.0,109.12,10.0,,1.4,883.87
102931,05/06/2025,Central,Clothing,Online,Net Banking,2.0,47.19,5.0,45.0,2.0,89.66
101084,2024-05-26,North,Clothing,Online,Debit Card,1.0,40.13,0.0,30.0,4.4,40.13
102874,2024-10-07,East,Sports,Online,Debit Card,10.0,31.41,0.0,62.0,1.4,314.1
100563,05/12/2024,  north ,Beauty,In-Store,Net Banking,7.0,35.7,25.0,23.0,2.6,187.42
101573,2025-08-17,West,Books,Online,Debit Card,11.0,17.45,5.0,49.0,3.7,182.35
101162,11-09-2025,South,Home & Kitchen,Online,Debit Card,11.0,123.36,0.0,20.0,3.4,1356.96
100490,2025-11-13,North,CLOTHING,Online,Credit Card,11.0,,20.0,44.0,2.7,237.07
100046,2024-11-21,South,Beauty,Online,UPI,9.0,17.86,0.0,20.0,4.9,160.74
100492,2025-07-04,South,Sports,In-Store,UPI,2.0,46.79,0.0,26.0,3.3,93.58
101691,2025-10-12,North,Electronics,Online,UPI,6.0,334.45,15.0,19.0,3.5,1705.69
101022,2025-09-26,South,Sports,Online,Debit Card,7.0,86.96,0.0,68.0,1.3,608.72
102364,2025-07-09,Central,Beauty,Online,Net Banking,1.0,46.72,10.0,48.0,1.7,42.05
102900,2025-01-05,West,BEAUTY,Online,UPI,9.0,32.56,25.0,43.0,4.5,219.78
101961,2025-12-23,West,ELECTRONICS,Online,Debit Card,7.0,354.98,10.0,63.0,1.4,2236.37
100768,2024-04-12,West,Books,In-Store,Credit Card,5.0,11.19,10.0,37.0,2.2,50.36
101381,2024-07-26,North,Sports,Online,,5.0,,15.0,40.0,1.3,270.64
101286,2025-10-25,West,Books,In-Store,Net Banking,1.0,27.11,0.0,58.0,4.5,27.11
100928,2024-11-01,West,Clothing,Online,Debit Card,9.0,41.03,5.0,66.0,1.4,350.81
102189,2025-03-04,South,Sports,In-Store,Net Banking,5.0,100.01,15.0,62.0,3.8,425.04
102571,2025-11-12,West,Books,In-Store,Credit Card,1.0,21.85,10.0,28.0,3.6,19.67
101029,2024-09-01,West,Clothing,In-Store,Credit Card,11.0,35.08,0.0,34.0,2.4,385.88
101251,2024-10-27,West,Electronics,Online,Cash,4.0,240.95,25.0,22.0,2.6,722.85
101813,2024-12-28,East,Home & Kitchen,Online,UPI,8.0,77.6,0.0,47.0,4.3,620.8
100564,2025-10-11,East,Beauty,Online,UPI,7.0,56.2,0.0,31.0,2.3,393.4
100609,2025-09-18,North,Books,Online,Credit Card,7.0,21.76,0.0,53.0,2.3,152.32
102014,2025-04-18,Central,Home & Kitchen,Online,Debit Card,6.0,115.05,0.0,23.0,4.4,690.3
102600,2025-09-23,South,BEAUTY,Online,Net Banking,6.0,67.93,25.0,65.0,3.1,305.69
101547,2025-09-12,West,Beauty,Online,UPI,3.0,17.92,25.0,69.0,4.1,40.32
101353,2025-10-31,South,Clothing,Online,UPI,5.0,31.52,15.0,35.0,4.0,133.96
101242,2025-12-05,North,Sports,In-Store,Cash,1.0,50.17,0.0,46.0,4.9,50.17
100576,2025-11-07,Central,Home & Kitchen,Online,Net Banking,1.0,31.94,0.0,52.0,2.4,31.94
100626,2024-09-04,South,Home & Kitchen,Online,Net Banking,1.0,105.43,0.0,,4.6,105.43
101629,04/02/2024,Central,Home & Kitchen,In-Store,Net Banking,2.0,57.83,0.0,18.0,1.0,115.66
101417,11/16/2024,Central,Electronics,In-Store,,9.0,123.65,15.0,50.0,4.5,945.92
102263,12-01-2025,  south ,Clothing,In-Store,Credit Card,6.0,43.62,0.0,44.0,4.6,261.72
102350,2025-01-28,East,Sports,In-Store,Cash,6.0,12.32,0.0,42.0,3.5,73.92
101579,03/15/2025,  south ,Sports,Online,Net Banking,3.0,78.13,25.0,40.0,4.5,175.79
102241,2025-04-29,North,Home & Kitchen,In-Store,Credit Card,9.0,102.51,0.0,28.0,2.8,922.59
101210,2025-03-31,Central,Clothing,Online,,3.0,48.64,20.0,55.0,,116.74
100755,11/16/2024,East,Books,Online,Credit Card,6.0,22.07,5.0,27.0,3.1,125.8
101733,24-09-2025,North,Home & Kitchen,Online,Credit Card,2.0,112.34,0.0,47.0,1.8,224.68
101748,08/11/2025,Central,Electronics,Online,Cash,10.0,261.38,0.0,60.0,3.6,2613.8
102637,2025-06-27,Central,HOME & KITCHEN,Online,Net Banking,1.0,91.18,25.0,43.0,1.0,68.39
100639,2025-11-24,Central,Sports,Online,Credit Card,4.0,70.49,5.0,18.0,4.2,267.86
102091,2024-08-26,South,Clothing,Online,UPI,8.0,33.19,0.0,64.0,2.7,265.52
100043,09/16/2024,North,Home & Kitchen,In-Store,Net Banking,9.0,64.72,0.0,23.0,3.0,582.48
100007,2025-05-24,East,Home & Kitchen,In-Store,Credit Card,7.0,71.17,20.0,19.0,2.5,398.55
102373,10/18/2024,North,Electronics,Online,UPI,3.0,211.76,20.0,32.0,3.8,508.22
100738,2025-06-23,,Beauty,In-Store,Credit Card,9.0,42.79,10.0,37.0,2.1,346.6
100032,2024-03-08,East,Sports,Online,Debit Card,8.0,62.91,15.0,38.0,1.9,427.79
100470,06/23/2025,South,Home & Kitchen,Online,Debit Card,6.0,44.28,0.0,43.0,1.6,265.68
100471,2025-08-10,Central,Books,Online,Debit Card,6.0,29.14,0.0,26.0,3.8,174.84
100421,2025-05-22,South,Books,Online,Net Banking,10.0,24.13,15.0,40.0,1.5,205.1
101910,2024-02-24,West,Sports,In-Store,Cash,4.0,66.01,0.0,53.0,3.7,264.04
102913,2024-06-14,North,Sports,Online,UPI,9.0,67.17,5.0,63.0,3.7,574.3
102219,2024-05-20,East,Books,In-Store,Debit Card,1.0,30.16,0.0,19.0,3.8,30.16
102796,09/28/2025,East,Home & Kitchen,Online,Cash,10.0,109.23,15.0,52.0,3.9,928.46
102751,2024-02-29,North,Home & Kitchen,Online,Cash,5.0,95.7,25.0,66.0,,358.88
102228,30-07-2024,West,Home & Kitchen,In-Store,UPI,,39.8,0.0,22.0,1.1,39.8
102730,2025-12-03,  central ,Sports,Online,Cash,8.0,,0.0,20.0,1.7,459.92
102932,04/28/2024,Central,Electronics,Online,Credit Card,11.0,178.63,25.0,29.0,4.5,1473.7
100905,2025-06-02,South,Clothing,In-Store,Net Banking,4.0,64.02,20.0,36.0,2.4,204.86
101680,2025-11-20,Central,Beauty,In-Store,UPI,,22.84,20.0,67.0,,109.63
102840,2024-11-16,North,Sports,Online,Net Banking,8.0,26.29,25.0,49.0,3.3,157.74
102348,2024-05-27,South,Clothing,Online,Debit Card,6.0,34.83,15.0,43.0,2.2,177.63
101428,2024-07-14,South,Clothing,Online,Cash,4.0,71.66,5.0,18.0,2.3,272.31
100464,2024-01-05,  west ,Electronics,Online,Cash,4.0,225.07,0.0,37.0,1.5,900.28
102902,2025-09-22,North,Clothing,In-Store,Cash,10.0,35.83,5.0,68.0,2.5,340.38
101426,2025-05-05,West,Books,In-Store,UPI,5.0,27.54,20.0,28.0,1.8,110.16
100769,2024-10-02,Central,Beauty,Online,UPI,10.0,21.88,25.0,38.0,2.9,164.1
101977,07-09-2024,Central,Home & Kitchen,In-Store,Debit Card,3.0,79.33,0.0,42.0,4.9,237.99
100667,2025-09-21,East,Books,Online,Cash,8.0,28.29,0.0,40.0,2.4,226.32
100009,2024-03-09,West,ELECTRONICS,In-Store,Credit Card,9.0,131.06,0.0,55.0,3.5,1179.54
102269,14-12-2025,West,Electronics,Online,UPI,6.0,159.35,15.0,43.0,3.0,812.68
101770,2024-09-04,Central,Electronics,Online,UPI,9.0,236.31,20.0,49.0,2.6,1701.43
101134,24-03-2025,  east ,Electronics,Online,Cash,10.0,294.42,10.0,55.0,4.7,2649.78
100983,2025-04-18,South,Beauty,In-Store,Net Banking,8.0,33.94,20.0,32.0,3.8,217.22
101321,2024-07-19,  west ,Beauty,Online,Debit Card,3.0,57.03,20.0,23.0,3.2,136.87
102679,2024-09-30,Central,Clothing,In-Store,Cash,1.0,26.49,15.0,66.0,4.6,22.52
101496,2025-02-06,West,Sports,Online,UPI,6.0,81.9,10.0,32.0,1.2,442.26
101038,2024-11-15,North,Beauty,In-Store,Net Banking,10.0,21.04,10.0,30.0,2.3,189.36
102558,2024-01-23,South,BEAUTY,Online,Net Banking,1.0,38.41,25.0,54.0,4.4,28.81
101332,2024-11-06,  east ,Sports,Online,Debit Card,,61.11,0.0,27.0,2.0,611.1
101464,2025-09-14,South,Clothing,In-Store,Cash,7.0,58.59,25.0,18.0,3.4,307.6
102209,2024-04-11,West,Sports,In-Store,Cash,3.0,56.97,10.0,31.0,3.5,153.82
100048,2025-05-10,South,Home & Kitchen,Online,Net Banking,4.0,97.73,0.0,27.0,3.2,390.92
102500,2025-05-26,West,Clothing,Online,Credit Card,1.0,62.38,0.0,34.0,1.6,62.38
102051,2024-08-09,East,Beauty,In-Store,Credit Card,9.0,47.13,15.0,24.0,2.0,360.54
101240,2025-01-06,North,Books,Online,Credit Card,8.0,24.85,20.0,29.0,3.3,159.04
101699,2025-12-03,,Clothing,Online,Credit Card,11.0,74.02,5.0,26.0,3.8,773.51
